age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K,pred_id,prob_class_1,prediction,timestamp
71,Private,244688,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,6514,0,40,United-States,1,8007f0f1-9d64-4ed7-a9fc-36146d56124f,0.5126763378192604,1,2024-01-12 03:49:00
66,Private,313255,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,0,760cbb9e-ac6c-48ce-af99-d354d3e0359b,0.5059150823486267,1,2024-01-12 04:03:00
27,Private,329005,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,f3104e91-d9b9-4f40-8c41-c075b94b61f1,0.019841525885139454,0,2024-01-12 04:08:00
61,Self-emp-not-inc,185640,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,1,8329b7b4-d2a0-4a85-9d10-73e7e2a3507c,0.31777541122142516,0,2024-01-12 04:17:00
40,Private,175696,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1,ef81938a-9905-41c8-b0cf-2c54e0ca6e25,0.5209365557750097,1,2024-01-12 04:30:00
17,Private,140117,10th,6,Never-married,Sales,Own-child,White,Female,0,0,12,United-States,0,dc2b894d-5d49-4b0e-8e54-eb38f85ec81e,0.0017236818887425885,0,2024-01-12 04:42:00
44,Private,150533,Some-college,10,Separated,Craft-repair,Not-in-family,White,Male,0,1876,55,United-States,0,a737c68d-7375-4746-9225-40bb33c2a226,0.24345857796367384,0,2024-01-12 04:47:00
50,Local-gov,24013,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,1,7086a266-ed89-4b4c-bda3-f966caf2d43b,0.8125610803951163,1,2024-01-12 04:57:00
53,State-gov,53197,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,1,ad3f2e98-713c-4499-825d-755f43da9bc0,0.7494280257943261,1,2024-01-12 05:09:00
29,Private,233168,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,46,United-States,1,8cc5e32d-c685-41a5-983e-7871d2f67d72,0.6646089403663861,1,2024-01-12 05:21:00
59,Self-emp-not-inc,357943,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,19c3c6c6-d01f-42c0-888e-6d60fc6c73ff,0.708610586232223,1,2024-01-12 05:28:00
31,Private,118901,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0,d992278f-587b-48b9-b8f5-daeb53ccd70a,0.05595423992856896,0,2024-01-12 05:41:00
53,Private,129525,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,044ce56e-7a4f-4489-b051-0c761098e763,0.8150372285034422,1,2024-01-12 05:47:00
55,Private,119751,Masters,14,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Female,0,0,40,Thailand,0,450c439a-f3ff-4573-8792-0899e549d272,0.03243395752723964,0,2024-01-12 05:58:00
23,Private,398904,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0,cd33c28f-787b-4c4b-ad42-b31c8b4bdcc9,0.613697987490457,1,2024-01-12 06:07:00
43,Private,178976,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,891aeec4-2e34-4712-a636-b49ef4f6834e,0.012566315638768179,0,2024-01-12 06:21:00
20,Private,92863,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,9c4d631f-33c2-4277-bd94-2167559e2f72,0.02186908534646455,0,2024-01-12 06:32:00
21,Private,160261,Some-college,10,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,2463,0,50,England,0,94b16b11-d429-4352-82fd-0a1df89a8dde,0.07255095974327198,0,2024-01-12 06:40:00
26,Private,135848,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,10,Guatemala,0,8eb51481-555e-4d4c-8238-e8064c0d4058,0.07761279477490243,0,2024-01-12 06:53:00
48,Private,187505,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,0d3e2a24-2a97-4b7e-9f00-b2975bf735b5,0.5427294496177264,1,2024-01-12 06:57:00
47,Federal-gov,409464,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,c8917661-d1f6-4166-bfd5-ecd8fcb785a9,0.09260048227523561,0,2024-01-12 07:13:00
71,Private,533660,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,c3b48a96-7237-41b0-9474-668a0e435ece,0.15559972255054957,0,2024-01-12 07:19:00
33,Private,133503,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,2635,0,16,United-States,0,9af9ee6d-f143-4854-b578-10526e078fc8,0.23960598419791418,0,2024-01-12 07:27:00
47,Private,168262,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,2b43f9ac-ebbb-4c8d-90f4-6c8803876211,0.6662210805280291,1,2024-01-12 07:39:00
46,Self-emp-inc,116338,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,1,9d82abf5-4bf1-46d2-8d20-b564fdc1ce67,0.8581323228400932,1,2024-01-12 07:48:00
23,Private,40165,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Japan,0,b2d1c342-e504-4e69-abf9-960aa5ed3f4d,0.032846782908414085,0,2024-01-12 08:02:00
42,Private,138872,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,99,United-States,0,0ab208a1-6e52-4863-b3bb-8ad34c5a833d,0.5758774417088997,1,2024-01-12 08:08:00
22,Private,228516,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,1053d364-6501-40c2-b783-ceb0485f1a20,0.01316168090453879,0,2024-01-12 08:17:00
44,Private,113324,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,b4ed2249-c817-4d49-8080-6192cd26209c,0.25791092768893364,0,2024-01-12 08:29:00
44,Local-gov,159449,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,80,United-States,1,c3dcf20f-c5a7-41ac-9c7e-99980cecbb6e,0.5626798885294928,1,2024-01-12 08:38:00
48,Private,123075,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,18aba0ef-8ae2-4c7d-a7da-de9504bc193b,0.8349077753913686,1,2024-01-12 08:47:00
30,Local-gov,303485,Some-college,10,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,0,6f4423d4-f71d-41a6-8ef0-ee9a0c4c5235,0.008165617738199377,0,2024-01-12 08:58:00
17,Private,159299,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0,b9661a37-df4b-4644-8d8a-8080e5e00c4c,0.004683842722751425,0,2024-01-12 09:08:00
77,,180425,Masters,14,Married-civ-spouse,,Husband,White,Male,0,0,25,United-States,0,6e1fa6d5-50a9-41da-af39-3e97196ffa23,0.6332932734441205,1,2024-01-12 09:21:00
40,Private,171589,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,1,e334d3c8-a763-435f-8086-c9c05bda2ea6,0.5052322922076619,1,2024-01-12 09:28:00
21,,231286,Some-college,10,Never-married,,Own-child,Black,Male,0,0,25,Jamaica,0,a8107450-ff2c-4bdd-9f96-d326cbc436ba,0.00628825960105642,0,2024-01-12 09:39:00
40,Private,82465,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,0,9e2f7339-5818-43fb-904c-591d3f7c732e,0.4614531096747331,0,2024-01-12 09:50:00
62,Self-emp-not-inc,177493,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,32,United-States,0,a77576df-c1a7-4599-8c65-d57caac1cd0f,0.2229423162238496,0,2024-01-12 09:58:00
22,Private,225515,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,0,888d395b-91b4-4ac3-983d-34bdf2176b25,0.5789007563301081,1,2024-01-12 10:13:00
28,Private,69847,Bachelors,13,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,30,United-States,0,16ebd53f-70fb-4af1-9c0f-c501db90d3d0,0.013718498442816408,0,2024-01-12 10:22:00
37,Private,383352,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,0,b8bbe30c-1498-4249-b7d8-eef2d51c021b,0.02631718205551762,0,2024-01-12 10:28:00
28,Self-emp-not-inc,104617,7th-8th,4,Never-married,Other-service,Other-relative,White,Female,0,0,99,Mexico,0,a49e1623-dc77-4634-9ec6-e9d092a5a3d7,0.001901415458763211,0,2024-01-12 10:43:00
64,Local-gov,202984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3137,0,40,United-States,0,a7423697-32bd-4bb2-9ea2-9c1c3d466aff,0.6010268003008545,1,2024-01-12 10:49:00
30,Private,117393,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0,5472d465-eaa4-4c4a-ab9a-f12530f78d00,0.014768768087726786,0,2024-01-12 11:03:00
25,Private,133373,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,f03791f3-153b-4b11-a940-e8586f89b5a6,0.221491730183805,0,2024-01-12 11:13:00
32,Private,162604,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,0,0,40,United-States,0,73e4fda5-2e4b-4633-bb14-5ba68a7cd1c0,0.005841219613924024,0,2024-01-12 11:20:00
83,Self-emp-inc,153183,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,55,United-States,1,5376b0d3-dc82-4b74-ae25-0ad38718e52a,0.9836174317635551,1,2024-01-12 11:30:00
59,Self-emp-inc,155259,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,20,United-States,0,ce1ed5ca-e9db-4101-a68e-b16978b1ba33,0.5537405033274495,1,2024-01-12 11:38:00
43,Self-emp-not-inc,396758,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1887,70,United-States,1,a581c1bf-be22-4d73-a7f8-fd1175425a28,0.9049714883689212,1,2024-01-12 11:53:00
48,,353824,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,40,,1,109e8d7e-c2e8-4a8b-8da6-bd9bd875a273,0.33742732948819326,0,2024-01-12 12:01:00
22,Private,333158,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,48,United-States,0,7ae302f7-3977-459d-a971-69ab0243be8b,0.009263690833643532,0,2024-01-12 12:09:00
39,Private,278557,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1628,48,United-States,0,a21cb064-0784-4014-9946-0c77ddfc39c4,0.6374765034565015,1,2024-01-12 12:20:00
45,State-gov,156065,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,45adef43-85b1-4008-a88c-01278ec3faee,0.07105954486041453,0,2024-01-12 12:29:00
29,Private,204516,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,52,United-States,0,fca10f8c-0b84-46a4-baf1-f46e0e8f252b,0.26284421267946156,0,2024-01-12 12:37:00
21,Private,194861,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0,7b7602de-3167-4570-be18-b38e88704ad6,0.012524880869468485,0,2024-01-12 12:51:00
41,Private,386236,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,Mexico,0,2d528394-63ab-43ac-a4a9-07975429b7b4,0.02803488884252521,0,2024-01-12 13:02:00
48,Private,131762,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,30,United-States,0,6aec5307-f781-4b46-9fc1-7c70ca8d6224,0.011791915596418033,0,2024-01-12 13:12:00
25,Private,282063,7th-8th,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0,fe28c736-bd41-46f6-911e-2677d08bc4bf,0.0231787269192449,0,2024-01-12 13:22:00
30,Private,90308,Preschool,1,Never-married,Other-service,Unmarried,White,Male,0,0,28,El-Salvador,0,f0b1c5ca-eaf9-4ae1-b453-8de71cd5032f,0.0013775406300828642,0,2024-01-12 13:28:00
42,Private,46019,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,5178,0,50,United-States,1,e675ebcb-f9b5-482b-b523-061ca588f758,0.7443594442563339,1,2024-01-12 13:40:00
61,Self-emp-inc,103575,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1,780bcc13-60bd-4f94-9e67-b11b9523c780,0.9999999999999998,1,2024-01-12 13:50:00
35,Private,207819,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1,a5ef06e7-c424-413b-b4b2-3d6253498eaf,0.9977341412357013,1,2024-01-12 13:59:00
38,Private,65324,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,a8406927-c9f5-4f71-b308-ffd4fe91e313,0.7516204624873651,1,2024-01-12 14:12:00
36,Self-emp-not-inc,84848,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,16,United-States,0,86636d29-cd7e-4aaf-b9da-55f3b4f548fc,0.00435967282840471,0,2024-01-12 14:20:00
37,Private,189382,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,1504,40,United-States,0,ff2257e4-3a39-441c-a69f-1adcc612f019,0.06402514260347202,0,2024-01-12 14:30:00
54,Private,175594,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,aac99acb-8eeb-4780-bccb-7b492f78ec84,0.3230606779869788,0,2024-01-12 14:42:00
31,Private,238816,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,0,8f82ec03-94a0-40f7-ace8-66866d6d2dd7,0.41028592607511916,0,2024-01-12 14:51:00
68,Private,58547,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1735,48,United-States,0,f01d08ad-f19d-4275-80f3-b6355f8a4bb7,0.7542725864861543,1,2024-01-12 14:58:00
43,Private,288829,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1902,42,United-States,1,a81f0924-5a47-4b6e-8579-6e4dc65327de,0.655092646613548,1,2024-01-12 15:12:00
17,Private,133449,9th,5,Never-married,Other-service,Own-child,Black,Male,0,0,26,United-States,0,51f500a3-8f26-445d-b790-4e4c182d6489,0.0013083440885842087,0,2024-01-12 15:20:00
42,State-gov,381581,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,fe6b394e-82ba-45eb-9a38-2d776c6b33e7,0.04941328965799167,0,2024-01-12 15:31:00
23,Private,433669,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,3abad431-9c94-4106-ae12-bfede5d8fad3,0.03452605795463632,0,2024-01-12 15:40:00
48,Private,109832,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1,393775e0-f32c-47d4-807c-70ba8829bb86,0.8992920683771146,1,2024-01-12 15:52:00
23,Private,35633,7th-8th,4,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0,9a1c1b9d-0b6e-4c1e-81cd-3b2f08b66ee8,0.002799529819273039,0,2024-01-12 15:58:00
24,Private,267706,Some-college,10,Never-married,Craft-repair,Own-child,White,Female,0,0,45,United-States,0,1643bd76-b58b-4280-b69f-a578272713fb,0.012608086821095857,0,2024-01-12 16:08:00
39,Private,243485,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,0,218cfea2-ae42-4f21-a8ea-24e5cd40a100,0.15717090307649317,0,2024-01-12 16:22:00
18,Private,216730,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,0,8171e763-d2cf-43b3-bcbd-a82d83d3082b,0.00936565285290268,0,2024-01-12 16:33:00
45,State-gov,110311,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,cdc312e9-d577-4d68-ae75-c6951c8ac87f,0.17606602749871125,0,2024-01-12 16:40:00
43,Private,86750,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,0,b9cef447-99e7-461f-ac79-528cd2e9ab0b,0.7461501108246771,1,2024-01-12 16:47:00
34,Private,317809,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,,1,a83dc110-1465-4d04-97bf-60384154b2cd,0.7782448067417138,1,2024-01-12 16:57:00
49,Private,102092,11th,7,Widowed,Craft-repair,Not-in-family,White,Male,2174,0,40,United-States,0,97622f71-060d-4f6a-b9b4-635a1d5881cf,0.15833046256844538,0,2024-01-12 17:09:00
25,Private,189590,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0,2485b423-2b49-4c71-b47a-e9115636583f,0.10963488697288214,0,2024-01-12 17:21:00
28,Private,118089,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,45,United-States,1,20b2bad5-0b23-4bb7-b8a9-9aa6bfdac89c,0.6920381531452083,1,2024-01-12 17:33:00
29,Private,39484,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,7298,0,42,United-States,1,f2b98f9e-ff9a-44d4-9bf1-2e478e494cfd,0.9051855842069756,1,2024-01-12 17:38:00
29,Private,206889,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,30abd8ed-ae5f-4824-998c-70fa6a7ae477,0.011718468599228265,0,2024-01-12 17:47:00
45,,53540,11th,7,Divorced,,Unmarried,Black,Female,0,0,16,United-States,0,e48b709d-8a34-4e32-ad49-cc75c357e4c3,0.008600703671216268,0,2024-01-12 18:01:00
49,Self-emp-not-inc,155659,5th-6th,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,1,6e31c2b2-4b4c-40d9-ac6f-8561e305c86d,0.08732882866606767,0,2024-01-12 18:11:00
20,Private,194102,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,12,United-States,0,e7993241-4e1f-4687-ba2b-92a874607593,0.008186153407421654,0,2024-01-12 18:23:00
38,Federal-gov,236648,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,95a91501-5a17-46b5-8250-93cb9cc530e5,0.3124573199764679,0,2024-01-12 18:30:00
25,Private,207369,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0,a6121b9f-8d50-46ee-ae26-453973c047c8,0.02137834508874853,0,2024-01-12 18:39:00
61,Private,229744,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,0,99055b4b-725f-42d8-841a-a0971407a032,0.1535724760808243,0,2024-01-12 18:47:00
25,Private,503012,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,0,a66203ce-19a8-4191-a050-fc41ed9a064c,0.013225037922285975,0,2024-01-12 18:57:00
27,Private,126060,Prof-school,15,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,0,32a304e0-ddbf-401e-9015-6a41e615a022,0.03468350895993119,0,2024-01-12 19:11:00
45,Private,101320,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,8fba0003-98a6-4683-9736-a7c2ff8b5970,0.019766827602948643,0,2024-01-12 19:17:00
57,Private,183810,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,ec270f76-361e-40a9-a167-fbdaa16d0fbe,0.5778642572826335,1,2024-01-12 19:28:00
56,Self-emp-not-inc,236731,1st-4th,2,Separated,Exec-managerial,Not-in-family,White,Male,0,0,25,,0,1c142a4c-4ac5-4007-93e9-a3c78825b758,0.018353616773498175,0,2024-01-12 19:41:00
22,Private,278021,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,d0d5008b-a2cb-4676-82fd-1688ba57fa24,0.01602834458251251,0,2024-01-12 19:51:00
44,Private,128676,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0,baa3d61a-c8c1-458d-88b9-b8f81ccab3f5,0.013971034812753092,0,2024-01-12 19:57:00
34,Federal-gov,174724,Assoc-voc,11,Divorced,Adm-clerical,Own-child,Black,Female,1831,0,40,United-States,0,38c7d788-43cc-44f5-befc-1b1447dff629,0.04177712204739141,0,2024-01-12 20:07:00
29,Private,167716,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,99,United-States,0,124a7334-064b-454a-bc27-4008a84f12d3,0.07391604600714441,0,2024-01-12 20:18:00
70,,149040,HS-grad,9,Widowed,,Not-in-family,White,Female,2964,0,12,United-States,0,1f656398-a877-434f-930a-6cbd1c5ec203,0.036947349392971694,0,2024-01-12 20:31:00
21,Private,240517,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,70,United-States,0,14713b2b-4961-456e-9f5e-f600b41a6d36,0.018455813878093988,0,2024-01-12 20:38:00
24,Private,173736,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0,2ddb80d0-f80c-460b-a435-c59920c47578,0.05055461555388305,0,2024-01-12 20:47:00
32,Private,279231,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,0,d95129fa-b381-417b-8346-596780254ea8,0.35413692358099025,0,2024-01-12 21:02:00
53,Private,99185,HS-grad,9,Widowed,Craft-repair,Unmarried,White,Male,0,0,40,United-States,1,2e6500c5-4c0c-4ea9-a015-0b3936cd5e2f,0.0646382656343335,0,2024-01-12 21:08:00
19,Private,169853,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,0,bd000284-34ae-4f83-aee8-0e3d9030551b,0.007486369689414036,0,2024-01-12 21:22:00
23,Private,85088,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,37,United-States,0,2a745eec-6b83-4955-926f-a1de3233e787,0.00833607544982542,0,2024-01-12 21:30:00
28,Private,196690,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,ed836b63-96aa-46a9-ade8-6922b0127aad,0.00797527912541212,0,2024-01-12 21:39:00
37,Private,105803,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,1,a77814cf-2d6e-4c00-ba77-5c65bda6997b,0.4819555310686365,0,2024-01-12 21:49:00
24,Private,234640,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,35,United-States,0,e99585e5-613e-438c-acf3-46be3738fe81,0.010399575502952946,0,2024-01-12 22:03:00
52,Private,236222,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,f3011317-349e-4fb6-9138-8440a9a408ee,0.05859009968738506,0,2024-01-12 22:12:00
27,Private,389713,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,0,cad7c1d6-710d-4c47-a4fe-bb0394aebbbd,0.05389899103275535,0,2024-01-12 22:20:00
41,Private,349221,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Female,0,0,35,United-States,0,1b8891b2-79fb-45f2-a165-9714ed359bd8,0.00856724911458284,0,2024-01-12 22:27:00
49,Private,186172,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,45,United-States,1,30199127-5f5e-41a5-a337-31a3e657384a,0.864393787239982,1,2024-01-12 22:38:00
29,Private,77760,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0,77a8f2f9-a21a-451d-8d58-806b8f0c4657,0.17998308397149582,0,2024-01-12 22:53:00
50,Private,44942,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,1848,48,United-States,1,c063acfb-a436-40a7-83be-eba75899171d,0.5222371267164496,1,2024-01-12 22:57:00
43,Federal-gov,287008,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,United-States,1,23afd38c-0acf-453a-a64c-130cfc3d17f5,0.6741921818092637,1,2024-01-12 23:11:00
43,Private,307767,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,899fdbee-edbf-4f32-8d1d-24408fd5219f,0.27827712077811245,0,2024-01-12 23:17:00
19,Private,264527,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0,c33474ae-5325-482f-a8fc-42fa3615b4fb,0.014088357464844922,0,2024-01-12 23:30:00
40,Private,226608,Some-college,10,Divorced,Tech-support,Not-in-family,White,Male,0,0,30,Guatemala,1,6cebae39-31b5-43ab-b173-5ff76ba0d200,0.1282745345948246,0,2024-01-12 23:38:00
51,Federal-gov,217647,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0,7cbd0c42-c9f2-4bb4-9bff-daf2bc496940,0.07971726998479536,0,2024-01-12 23:50:00
31,Federal-gov,180656,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,0,d75d34f8-9847-49ca-a4f8-34ba7341977d,0.020978000998714216,0,2024-01-12 23:58:00
61,Private,170262,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,38,United-States,1,fe16a7e0-f809-47ce-942d-dd14cc8a883e,0.9941523341535308,1,2024-01-13 00:10:00
41,Private,173307,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,43,United-States,0,e67d028b-96f1-4e63-a53d-1f961a557830,0.21998654195933012,0,2024-01-13 00:19:00
35,Private,408318,7th-8th,4,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Mexico,0,d16b8099-be04-411c-b990-193ec18b35a0,0.007561694683593255,0,2024-01-13 00:32:00
48,Private,126754,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,1,27841885-d7f4-4a13-81f2-19e02a7b9990,0.9979804419306479,1,2024-01-13 00:37:00
39,Private,101146,HS-grad,9,Divorced,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,0,42824f7b-fe82-402e-94e5-a81b04e7c80f,0.14597035497775718,0,2024-01-13 00:49:00
20,Private,432154,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,8,Mexico,0,5432da66-6850-4cca-a4cf-0f3f9c67d9df,0.00513973188967168,0,2024-01-13 00:59:00
36,Self-emp-inc,213008,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,436ec568-845e-4bc5-9776-e62fd2638e5a,0.5898852983157771,1,2024-01-13 01:10:00
33,Private,150324,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,49,United-States,0,2f9e62dd-d351-47a3-958f-a09e2fbf96d2,0.041001166246377244,0,2024-01-13 01:22:00
35,Private,340018,10th,6,Never-married,Other-service,Unmarried,Black,Female,0,0,38,United-States,0,9a8b6977-04cd-4b02-8ac9-98552c548ded,0.004085330150073385,0,2024-01-13 01:32:00
29,Private,193260,Bachelors,13,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,30,India,0,76117dcb-85c2-4ef6-8e71-cd3da60a39a9,0.15993094507676525,0,2024-01-13 01:39:00
