age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income_>50K,pred_id,prob_class_1,prediction,timestamp
37,Private,107302,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,1,78b37a0f-2848-43a2-8fb0-4732bd72fad4,0.9925999285248058,1,2024-03-14 09:07:00
59,Self-emp-inc,159472,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,1660e5e9-44da-4aa8-a9fa-dc6121be09ac,0.5284046069770629,1,2024-03-14 09:19:00
37,Private,162164,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,dc054216-ba2a-4ddc-982c-df02ce0d14d8,0.22857002474295246,0,2024-03-14 09:27:00
30,Private,167558,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,35,Mexico,0,6d430c85-d8cc-4d0f-922f-e880a4a3f998,0.014799299217723676,0,2024-03-14 09:40:00
41,Private,111483,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,acced242-b930-4f23-8929-e15f9349ac0f,0.021358045640261548,0,2024-03-14 09:53:00
19,Private,244115,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,30,United-States,0,3e665b3b-4a56-4264-b324-ffec2cf9baa0,0.008532536943727523,0,2024-03-14 10:02:00
22,Private,437994,Some-college,10,Never-married,Other-service,Other-relative,Black,Male,0,0,20,United-States,0,6c890d4b-1e0b-42ed-8be3-5be6cf3c0485,0.005278760096132205,0,2024-03-14 10:12:00
30,Private,94145,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,0,1c182975-aea1-42ed-a074-f9664b985c5c,0.02364330550125997,0,2024-03-14 10:20:00
20,Private,314422,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,0,8c306b60-f262-4005-ae4a-9203100f59f0,0.007941045162709095,0,2024-03-14 10:30:00
29,Private,214881,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,d8510702-91ba-4155-9299-b16c04e6ee48,0.04625008298883572,0,2024-03-14 10:37:00
20,Private,373935,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,0,cc91cff6-1a45-49eb-a2e3-9a209da7803c,0.007282439363199528,0,2024-03-14 10:49:00
25,Local-gov,112835,Masters,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,dcb26757-fdbb-420e-bc8a-f9eceb16ab74,0.06856247660126077,0,2024-03-14 11:03:00
72,,173427,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,Cuba,0,4093df37-4708-49e7-a89a-aeba8b6a918e,0.2741199908526981,0,2024-03-14 11:11:00
34,Private,298995,Some-college,10,Never-married,Tech-support,Not-in-family,Black,Female,0,0,50,United-States,0,626177d2-6aa9-490a-b5bd-877c6674e8aa,0.02830089694593275,0,2024-03-14 11:18:00
31,Private,140206,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,4a97dede-8c3f-459a-949e-1deb34d28625,0.16684921305885303,0,2024-03-14 11:32:00
34,Private,483777,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,0,40ac5642-8f8b-4c97-8e18-9ac412b38573,0.012554458696068327,0,2024-03-14 11:38:00
25,Private,243786,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,37,United-States,0,e5e9f8f4-d3e2-4c49-b3af-dad284aa9cc7,0.029941436822130154,0,2024-03-14 11:48:00
26,Local-gov,150226,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,0,c4f3929c-d675-4994-a09a-928d494e08d4,0.03413955094189765,0,2024-03-14 12:01:00
60,Private,119684,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,1,f79cf39d-1907-480e-a3aa-afa14ad0fd19,0.6448394133769025,1,2024-03-14 12:10:00
39,Local-gov,287031,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,2765475f-c77d-4629-a595-78e07b0a948d,0.7229289348473003,1,2024-03-14 12:17:00
34,Private,103408,Some-college,10,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,Germany,1,0768f94e-d15d-4604-9e2d-0f1ec75697f8,0.04710817659341055,0,2024-03-14 12:33:00
37,Private,224566,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,39,United-States,0,2c0b3cfd-f1a1-4f20-82d0-0412315d3c5e,0.4046617354044975,0,2024-03-14 12:37:00
37,Private,144005,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,0,03d1a7c0-7602-4f2c-b1c8-f292c7d19456,0.07753928074706341,0,2024-03-14 12:53:00
45,Federal-gov,358242,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,1b534a59-036e-4933-9a84-471e28356481,0.8212149994044873,1,2024-03-14 13:00:00
52,Private,147876,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,15024,0,60,United-States,1,730890db-a6d2-481b-bdc5-22ce79ef582b,0.9985283677287851,1,2024-03-14 13:09:00
55,Private,185459,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,d000777f-1574-4d65-a712-da7d52656103,0.8161914721308893,1,2024-03-14 13:18:00
65,Private,274637,9th,5,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,16,United-States,0,65574f50-b58e-4d5d-8b84-d0136f947509,0.06267157834648476,0,2024-03-14 13:31:00
43,State-gov,260960,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,68395399-11fc-4ba8-8cda-bc2eea7cca07,0.7664839808658215,1,2024-03-14 13:37:00
25,Local-gov,336320,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,0,1260618d-e77c-4574-a53f-c6a9153593cf,0.04518083892879008,0,2024-03-14 13:47:00
32,Private,205581,Some-college,10,Separated,Tech-support,Unmarried,White,Female,0,0,50,United-States,0,6ead85ee-9f66-4315-8815-66fc5244a0c5,0.0472127051935268,0,2024-03-14 13:57:00
21,Private,57916,HS-grad,9,Separated,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,e51e3cbd-5e87-472f-a11b-17acafe97a2c,0.004095979516519313,0,2024-03-14 14:12:00
17,Local-gov,157111,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,c7b1efc7-267e-4a88-a52a-55e3c31ce079,0.0009584813338769704,0,2024-03-14 14:18:00
46,Private,331776,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0c685a4e-5c72-4f65-bb78-dbb65ebae77d,0.25613625634710036,0,2024-03-14 14:31:00
19,Private,298891,11th,7,Never-married,Sales,Not-in-family,White,Female,0,0,40,Honduras,0,0fa5def2-34a4-40bf-8c56-2366ee003b0b,0.015343968990652442,0,2024-03-14 14:41:00
58,Local-gov,44246,9th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,292f8a08-1148-44a0-a5fa-6dd9ca559851,0.05690567027115314,0,2024-03-14 14:50:00
47,Self-emp-not-inc,171968,Bachelors,13,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,60,Thailand,0,40a9fd54-bce7-4df9-b5e1-e2f5e3f540d3,0.09250456697790589,0,2024-03-14 14:58:00
53,Private,295896,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0,3b53f34a-b353-40c3-a291-8f7b423bc4ea,0.4608214100005959,0,2024-03-14 15:12:00
44,Private,191814,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,f71a208a-41f8-4223-b7a9-124ea5a0c0b7,0.5254262959240256,1,2024-03-14 15:20:00
46,Private,72619,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,1,8cfee2e7-5292-475d-9d99-c1ade86fe737,0.5112655867531337,1,2024-03-14 15:31:00
25,Local-gov,31873,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,c9b7b40e-46ed-499a-af7d-afca7ef65e5a,0.020739824297900916,0,2024-03-14 15:41:00
45,Self-emp-not-inc,107231,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,45,France,0,7757c0d9-4d6b-4e3f-8ac8-611c00f8064e,0.1441334033260135,0,2024-03-14 15:47:00
22,Private,197200,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,39501ee8-8e9c-4f00-b680-75f278cc3fdf,0.01141938171686249,0,2024-03-14 16:03:00
55,Private,135339,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,China,1,9859364b-fbb2-4a9a-a090-3ddbe80fd150,0.4844955874413258,0,2024-03-14 16:13:00
34,Private,233729,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,50,United-States,1,cea3ea3a-3914-42db-850a-856ca3a904d3,0.48189459174041366,0,2024-03-14 16:22:00
22,Private,65225,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,0,ac5937b6-df22-4b21-bbe2-15142595a7f1,0.0026147404139163846,0,2024-03-14 16:28:00
42,Self-emp-not-inc,114580,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,70,United-States,0,1d6ecb24-ec62-42bb-9532-a97799889326,0.19596079364571137,0,2024-03-14 16:43:00
33,Private,204557,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,f24b3ce3-f5ef-4035-9fde-45fe9c5abdb9,0.21453715262232664,0,2024-03-14 16:50:00
24,Private,408585,7th-8th,4,Married-civ-spouse,Farming-fishing,Own-child,White,Female,0,0,45,Mexico,0,76ea6ec2-ab0b-4b1d-b87f-9282bc6e6296,0.0027078691526459097,0,2024-03-14 17:02:00
35,Private,162358,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1,eacb1da8-d023-4fa9-9aeb-e7361b2c1a7e,0.10333066834848968,0,2024-03-14 17:11:00
33,Private,179747,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,8bc3ea27-8d4f-413a-81a6-a92a9f67dd8b,0.17852020777901362,0,2024-03-14 17:22:00
42,Self-emp-not-inc,69333,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,642556e8-7892-4d8a-bd7a-aac82b022830,0.14007461233413657,0,2024-03-14 17:31:00
41,State-gov,75409,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,38ebb095-cf4f-4ac5-b71b-329ec8f5e64e,0.6757140671220652,1,2024-03-14 17:38:00
17,Private,147497,5th-6th,3,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0,fcc952fc-ded9-48e1-b40d-2c671f445131,0.002279103454320284,0,2024-03-14 17:48:00
23,Private,166517,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,45ffb3be-9379-4146-9df2-30a00850510d,0.14660420558324674,0,2024-03-14 18:00:00
40,Private,510072,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1,60cf95dc-5ac8-4eeb-ba2c-283e2431aeaf,0.7759244706013751,1,2024-03-14 18:12:00
51,Private,282744,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Canada,0,7fbea78b-bc57-4750-a23c-0e9892aa05a4,0.3003695586564323,0,2024-03-14 18:20:00
63,Self-emp-not-inc,179444,7th-8th,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,United-States,0,71d6208d-068c-4111-b8ce-0795efdb79bd,0.05764576110151241,0,2024-03-14 18:30:00
29,Private,154571,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Male,0,0,40,,0,97046189-be4e-40d8-8aea-5557a3be5921,0.011509423866540545,0,2024-03-14 18:42:00
56,Private,298695,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0,16236689-43fc-46f0-8345-2bbdc7042ef4,0.09529996018134426,0,2024-03-14 18:47:00
51,Private,152810,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,7fb8e5f2-7e77-43a7-854c-efb2c86d1b28,0.4377245100136579,0,2024-03-14 19:02:00
57,Private,56080,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,0,92dbf424-fd5f-4cb6-825a-398faa9bcd6a,0.4448566695458122,0,2024-03-14 19:11:00
33,Private,171876,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0,82e8e3fa-1d30-474d-a621-12e030fa3512,0.024408852082673942,0,2024-03-14 19:21:00
21,Private,211385,Assoc-acdm,12,Never-married,Other-service,Not-in-family,Black,Male,0,0,35,Jamaica,0,f61dc328-6836-4b15-b59e-f7694847bc5d,0.0178086296151704,0,2024-03-14 19:28:00
44,Self-emp-not-inc,55844,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,a6731d09-4e45-4e2d-a83d-b57de5fd8173,0.532836278539275,1,2024-03-14 19:41:00
35,Private,244803,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Peru,0,791f3105-e218-4116-ac8c-c9e1b34163f9,0.004409626214011711,0,2024-03-14 19:52:00
52,Self-emp-not-inc,199265,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,0,86431917-3f0a-466a-a275-b9aa9e1de50c,0.028600045311274486,0,2024-03-14 19:58:00
29,Private,217290,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,e31e1b2b-98cf-4adc-ad23-2d89426382b7,0.029268845739082918,0,2024-03-14 20:12:00
37,Private,105044,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1,d01e7343-21c4-4dd6-8509-b425e2e136c9,0.46744388753915844,0,2024-03-14 20:18:00
21,Private,227411,Assoc-voc,11,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0,4543727e-bca3-4f6b-aed4-f2813538369a,0.017124704996533274,0,2024-03-14 20:33:00
35,,327120,Assoc-acdm,12,Never-married,,Not-in-family,White,Male,0,0,55,United-States,0,178028a9-e9db-48d8-a745-225fbd90167c,0.05085048956914394,0,2024-03-14 20:38:00
65,Private,174056,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,ea31fd36-d311-41aa-ad3f-595bea9d259f,0.09020588237629086,0,2024-03-14 20:53:00
44,Private,98211,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0,aa797592-3bf0-42ef-b9b2-0c7bb0b4085a,0.6018820771165367,1,2024-03-14 20:58:00
48,Private,345006,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Mexico,0,a7ca9718-a352-42a6-b182-0717b5609b2e,0.13891854801024833,0,2024-03-14 21:07:00
24,Private,86745,Bachelors,13,Never-married,Adm-clerical,Other-relative,Asian-Pac-Islander,Female,0,0,16,United-States,0,28ccfc16-09d0-4a85-aece-67d9bfb36373,0.003829645448550566,0,2024-03-14 21:21:00
26,Private,55860,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,0,8f0868f8-6676-4f92-b72f-dd73fd2380bc,0.05105141058574261,0,2024-03-14 21:33:00
47,Private,190139,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,15db96f4-a109-42b6-9ded-c47b2e5915e2,0.7814963107813283,1,2024-03-14 21:38:00
38,Self-emp-inc,46385,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,ff760ec0-4518-443f-afc3-24f2394d3334,0.4354047092990397,0,2024-03-14 21:49:00
57,Private,161964,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,e9033dbc-f42a-4dbd-b5e9-2c1c5b75dbb5,0.12187842011495657,0,2024-03-14 22:02:00
26,Self-emp-not-inc,223705,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,Columbia,0,8e24d703-5452-4a07-a07a-e907fe4b6b42,0.006819037975611574,0,2024-03-14 22:12:00
25,Private,332702,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0,c45a081c-3035-4de3-a341-d89d9363bda1,0.006550965546902612,0,2024-03-14 22:19:00
49,Self-emp-not-inc,77404,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,,1,c2c5d7ed-80f4-4fa3-97dc-9a503df559e5,0.37530850246061453,0,2024-03-14 22:33:00
49,Private,167523,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,0,6f47f8d3-86c8-400b-9e21-89eb8c586de7,0.18974472651281976,0,2024-03-14 22:43:00
58,Private,349910,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1,af4e5a0e-10e4-4162-841f-7cb25a132409,0.9405108541862238,1,2024-03-14 22:53:00
44,Private,116632,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,0c6123c2-806e-402b-9fc6-21f4d10b82ac,0.009560385322787041,0,2024-03-14 22:58:00
56,Self-emp-not-inc,118614,Masters,14,Separated,Sales,Unmarried,White,Female,0,0,36,United-States,0,9f2791f5-a2ae-40ac-a5a8-f9834163b73b,0.08876784832625918,0,2024-03-14 23:09:00
41,Self-emp-not-inc,134130,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0,c3d6bcea-44d3-44e4-96e8-d00720dd4184,0.05572853323318316,0,2024-03-14 23:21:00
45,Private,126141,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,3bc3d041-98c3-4b19-a886-6a2b74a457fe,0.7272794656589509,1,2024-03-14 23:31:00
60,Private,205934,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,25,United-States,0,bd949db9-f6bc-4b1d-8da1-6977e8fcf107,0.02181049909996421,0,2024-03-14 23:41:00
32,Private,31714,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,4865,0,40,United-States,0,141989fb-2a89-45b9-8fac-8b4551d1ff5b,0.03534731723548703,0,2024-03-14 23:53:00
33,Local-gov,111817,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,c4e1cd9e-73f5-4034-978e-fedbe494b19e,0.05569773828112543,0,2024-03-14 23:57:00
25,,210095,5th-6th,3,Never-married,,Unmarried,White,Female,0,0,25,El-Salvador,0,522eca78-4b48-4913-ae60-16331c493898,0.001195589548056291,0,2024-03-15 00:07:00
61,Private,380462,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,Black,Male,0,0,40,United-States,0,e2de3b12-324a-4734-b70a-7c89025e10c3,0.018795164607123247,0,2024-03-15 00:22:00
29,Private,183009,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Other,Female,0,1590,40,United-States,0,d95bc13c-d26d-4cc7-bf76-9df076d686b1,0.11256764698047321,0,2024-03-15 00:33:00
36,Private,108997,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,064173a1-ad1f-4592-9792-43a378bbce47,0.015578723845297987,0,2024-03-15 00:40:00
64,Private,91343,Some-college,10,Widowed,Tech-support,Unmarried,White,Female,0,0,40,United-States,0,3bfa6aac-81a3-4a77-af08-347caf7b920a,0.08211443758385666,0,2024-03-15 00:49:00
31,Private,54318,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,972f2951-140f-45a7-ad83-244f2cee4cd8,0.6957548360959697,1,2024-03-15 00:57:00
39,Federal-gov,178877,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1,1375d52d-2bf0-4dee-a794-d2810cca5314,0.4103663496643211,0,2024-03-15 01:09:00
36,Private,250791,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,48,United-States,0,e18e7618-4ca5-449b-86e1-1dc661ab8a2d,0.1580185876305893,0,2024-03-15 01:17:00
28,Private,791084,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,0,3c55f2dd-a5c0-4af3-bcf9-960e35e0a616,0.05205529655947142,0,2024-03-15 01:27:00
57,Private,134195,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,fb9bad25-38ac-436b-b28e-ae827f2ce699,0.43156823707036257,0,2024-03-15 01:38:00
67,Self-emp-not-inc,123393,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,6418,0,58,United-States,1,edf933dc-ad86-45b0-8f4c-110bf125800a,0.7953528603335193,1,2024-03-15 01:49:00
47,Self-emp-not-inc,258498,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,52,United-States,0,828fb908-90da-4d38-a6de-20b35dd9bdf7,0.30294272101244124,0,2024-03-15 01:59:00
63,Private,174826,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,04ca4865-6f35-4186-8e48-c0c78609ac05,0.03735644556912512,0,2024-03-15 02:12:00
44,Private,151985,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,24,United-States,1,3cf42c7c-9206-49ca-b377-183e9fdb4794,0.6735114601059633,1,2024-03-15 02:22:00
19,Private,97261,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0,6b62b2b3-44f9-4d36-9863-c18417d0c072,0.0033297942593203773,0,2024-03-15 02:31:00
56,Private,133876,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,559b314d-b701-45be-a3cd-4dc8ec0a744e,0.7659775782046933,1,2024-03-15 02:37:00
30,Local-gov,101345,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,26,United-States,0,62f9f3e5-5620-4524-9ac1-d2d0f655f6b0,0.007697397989786327,0,2024-03-15 02:51:00
47,Private,348886,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,86f54994-d98e-4aec-96af-ccac7a3a35f3,0.30677742071910186,0,2024-03-15 02:58:00
18,Private,130389,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,20,Scotland,0,16155b8a-7e21-4330-b5cf-0a20c5a4f180,0.014243100813841409,0,2024-03-15 03:12:00
26,Private,341353,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,15,United-States,0,4287b84e-9907-454a-a7b0-43d5bbc787f1,0.01557764351468435,0,2024-03-15 03:21:00
40,Private,32798,HS-grad,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,United-States,0,5e6cdc81-d44a-4905-a97d-b01c0c6950d2,0.25435593954503155,0,2024-03-15 03:32:00
39,Private,183898,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,60,Germany,1,a1166e29-b1af-471a-a632-83f004530055,0.8849202144544023,1,2024-03-15 03:42:00
43,Private,260696,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,f942c130-33d0-4c4f-86dd-a09a87ba706e,0.15493218644846687,0,2024-03-15 03:49:00
42,Private,424855,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3908,0,40,United-States,0,a769630a-1352-4916-b27a-2c06b8a4ba1d,0.6405767523248067,1,2024-03-15 03:58:00
35,Private,169104,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0,8fb171dc-1f53-459f-bc0e-602f0115a61d,0.06695729343558578,0,2024-03-15 04:12:00
51,Private,53838,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,df171b35-82d8-43f4-b25c-d6aff817dee4,0.4240896935048899,0,2024-03-15 04:22:00
65,Private,190160,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,40,United-States,1,2dafe24c-f048-4344-bab7-1b92be1b4a9c,0.9999999999999996,1,2024-03-15 04:28:00
51,Private,275507,Some-college,10,Divorced,Sales,Unmarried,Black,Female,0,0,50,United-States,0,3e29995c-d3c2-4a08-9a02-6d8fc77911cd,0.06630527191609319,0,2024-03-15 04:38:00
17,Private,214787,12th,8,Never-married,Adm-clerical,Own-child,White,Female,0,0,25,United-States,0,f394d97c-77c3-4d66-9ca4-954a92ac5033,0.0009124109057080167,0,2024-03-15 04:52:00
38,Private,160086,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,32,United-States,0,71e4bfbd-e1c1-48ba-8f3d-df69b1c19490,0.06377587940142053,0,2024-03-15 05:01:00
58,Local-gov,310085,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,2364f3ff-79ea-48bb-bbaf-33a5c1ba2c56,0.1397554309500293,0,2024-03-15 05:07:00
39,Self-emp-inc,172538,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,1,f55976eb-3409-4413-ac0d-c6654e191318,0.6017249307550672,1,2024-03-15 05:20:00
24,Private,179423,Bachelors,13,Never-married,Prof-specialty,Other-relative,White,Female,0,0,40,United-States,0,510320f9-22d1-4656-9370-976e0c29b37c,0.02113216250330786,0,2024-03-15 05:32:00
46,Private,265371,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,a14ee4ba-9f9f-4f65-a2f1-280db60db4b1,0.37268836816217343,0,2024-03-15 05:37:00
33,Private,223105,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,0,84ebcb09-5c49-4510-9c90-ed5d5cea4f83,0.15407307686373853,0,2024-03-15 05:52:00
57,Self-emp-inc,220789,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,b61d7752-bc2f-4266-912a-33c14ba62c13,0.5597359889843841,1,2024-03-15 05:58:00
34,Private,136997,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,0,fee2d2bd-8f28-420a-823e-f2bbbbe81931,0.01309698539289955,0,2024-03-15 06:13:00
45,Private,125892,HS-grad,9,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Poland,0,ed1a2828-44f8-4109-882a-1e67b43f504e,0.06849397433913258,0,2024-03-15 06:19:00
18,,156608,11th,7,Never-married,,Own-child,White,Female,0,0,25,United-States,0,ea852790-08d8-4c78-96c1-5e06e76e4ad7,0.0037335329723732318,0,2024-03-15 06:29:00
22,,283510,HS-grad,9,Never-married,,Unmarried,Black,Male,0,0,45,United-States,0,e41f0543-1249-4728-8fff-80c03961c1f1,0.012076008123498143,0,2024-03-15 06:39:00
27,Private,55743,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,45,United-States,1,770ecc0f-f515-48dc-a1a3-cc7321c7196c,0.581558944527927,1,2024-03-15 06:48:00
22,Private,170800,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,12,United-States,0,0982b66c-8c52-47cf-aa85-da0aa849ee50,0.004979621663092732,0,2024-03-15 07:00:00
